,author,content,probs
177,viserys,"Illyrio is no fool. He knows I won't forget my friends when I come into my throne. You still slouch. Let me see. You have a woman's body now. I need you to be perfect today. Can you do that for me? You don't want to wake the dragon, do you?","[[3.7922296e-01 3.5821712e-01 1.4087485e-01 1.9657839e-04 1.2134319e-01
  1.4518743e-04 1.5516562e-07]]"
178,daenerys targaryen,No.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
179,viserys,"When they write the history of my reign, sweet sister, they will say it began today.","[[3.6361191e-01 3.5280296e-01 1.1975210e-01 1.9536810e-03 1.6074090e-01
  1.1308677e-03 7.5117673e-06]]"
180,maid,"It's too hot, my lady.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
181,viserys,Where is he?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
182,illyrio,The Dothraki are not known for their punctuality.,"[[0.0132914  0.01532959 0.01227275 0.02668621 0.0192179  0.00422438
  0.9089777 ]]"
183,illyrio,"May I present my honored guests? Viserys of House Targaryen, the third of his name. The rightful King of the Andals and the First Men. And his sister, Daenerys, of the House Targaryen.","[[3.9209312e-01 3.6620590e-01 1.5396968e-01 2.1058364e-05 8.7688558e-02
  2.1733418e-05 5.4303571e-09]]"
184,viserys,"Do you see how long his hair is? When Dothraki are defeated in combat, they cut off their braid so the whole world can see their shame. Khal Drogo has never been defeated. He's a savage, of course, but he's one of the finest killers alive. And you will be his queen.","[[0.02159774 0.02645296 0.05651069 0.5481255  0.07373566 0.05707675
  0.2165006 ]]"
185,illyrio,"Come forward, my dear.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
186,viserys,Where's he going?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
187,illyrio,The ceremony is over.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
188,viserys,But he didn't say anything. Did he like her?,"[[0.00271609 0.00338588 0.005345   0.02906764 0.00720643 0.00267801
  0.949601  ]]"
189,illyrio,"Trust me, Your Grace. If he didn't like her, we'd know.","[[3.8551679e-01 3.6465496e-01 1.0819101e-01 2.2234076e-03 1.3724968e-01
  2.1239133e-03 4.0136441e-05]]"
190,illyrio,It won't be long now. Soon you will cross the Narrow Sea and take back your father's throne. The people drink secret toasts to your health. They cry out for their true king.,"[[0.01102733 0.0145519  0.05202792 0.79652274 0.06971045 0.04292864
  0.01323089]]"
191,viserys,When will they be married?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
192,illyrio,Soon. The Dothraki never stay still for long.,"[[0.00528661 0.00695947 0.02542129 0.47394758 0.02898075 0.03011756
  0.42928672]]"
193,viserys,Is it true they lie with their horses?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
194,illyrio,I wouldn't ask Khal Drogo.,"[[0.01150352 0.01334652 0.01119883 0.02589417 0.01735167 0.00393377
  0.91677153]]"
195,viserys,Do you take me for a fool?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
196,illyrio,I take you for a king. Kings lack the caution of common men. My apologies if I've given offense.,"[[0.0039002  0.00502876 0.01259112 0.13412878 0.01548483 0.00980078
  0.8190656 ]]"
197,viserys,I know how to play a man like Drogo. I give him a queen and he gives me an army.,"[[0.0235774  0.02655417 0.01761885 0.02942405 0.02870289 0.00552891
  0.8685937 ]]"
198,daenerys targaryen,I don't want to be his queen. I want to go home.,"[[0.02933495 0.03272172 0.02018947 0.03013416 0.0333337  0.00607991
  0.8482061 ]]"
199,viserys,"So do I. I want us both to go home. But they took it from us. So tell me, sweet sister, how do we go home?","[[0.22112097 0.23712733 0.14291382 0.11272401 0.24671052 0.03499786
  0.00440548]]"
200,daenerys targaryen,I don't know.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
201,viserys,"We go home with an army. With Khal Drogo's army. I would let his whole tribe fuck you, all 40,000 men and their horses too, if that's what it took.","[[0.02587382 0.02977247 0.02579446 0.06510907 0.04004896 0.01073482
  0.8026664 ]]"
202,sansa stark,Do you think Joffrey will like me? What if he thinks I'm ugly?,"[[0.02408134 0.02709641 0.01785389 0.02949729 0.02912263 0.00558096
  0.8667674 ]]"
203,catelyn stark,Then he is the stupidest prince that ever lived.,"[[0.01369193 0.01577222 0.01250536 0.02684926 0.01962498 0.00428639
  0.90726984]]"
204,sansa stark,He's so handsome.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
205,sansa stark,When would we be married? Soon or do we have to wait?,"[[0.00510323 0.0061187  0.00665678 0.02161972 0.00972827 0.00261531
  0.948158  ]]"
206,catelyn stark,Hush now. Your father hasn't even said yes.,"[[0.35821527 0.3462121  0.09024796 0.0189179  0.17016393 0.01424784
  0.00199496]]"
207,sansa stark,Why would he say no? He'd be the second most powerful man in the kingdoms.,"[[3.3503144e-05 5.7480986e-05 1.6071092e-03 2.7048519e-01 1.0826744e-03
  3.3214220e-03 7.2341269e-01]]"
208,catelyn stark,He'd have to leave home. He'd have to leave me. And so would you.,"[[0.02961943 0.03345884 0.02391878 0.04488612 0.03846808 0.00838873
  0.82126004]]"
209,sansa stark,You left your home to come here. And I'd be queen someday. Please make father say yes.,"[[2.1442403e-04 3.0175661e-04 1.2588274e-03 2.2810970e-02 1.3473125e-03
  9.6996548e-04 9.7309679e-01]]"
210,catelyn stark,Sansa…,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
211,sansa stark,"Please, please. It's the only thing I ever wanted.","[[0.0069478  0.00822776 0.00811669 0.02319312 0.01212611 0.00305712
  0.9383314 ]]"
212,benjen,Is he dead yet?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
213,jon snow,Uncle Benjen!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
214,benjen,You got bigger. I rode all day. Didn't want to leave you alone with the Lannisters. Why aren't you at the feast?,"[[3.2957530e-01 3.3060485e-01 1.1835314e-01 6.7927083e-03 2.1235690e-01
  2.2983206e-03 1.8827488e-05]]"
215,jon snow,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,"[[0.00282642 0.00371558 0.01092425 0.14260778 0.01295189 0.00925063
  0.81772345]]"
216,benjen,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.","[[0.26068878 0.26763397 0.1255822  0.08364847 0.21696466 0.03675293
  0.00872901]]"
217,jon snow,So take me with you when you go back.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
218,benjen,Jon…,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
219,jon snow,"Father will let me if you ask him, I know he will.","[[0.03630856 0.04011254 0.02302812 0.0307245  0.03853427 0.00665687
  0.8246352 ]]"
220,benjen,The Wall isn't going anywhere.,"[[0.01289404 0.01611903 0.04681223 0.720727   0.05766613 0.06437504
  0.08140656]]"
221,jon snow,I'm ready to swear your oath.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
222,benjen,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,"[[0.21852027 0.22674333 0.1123952  0.11365595 0.1915113  0.04282294
  0.09435098]]"
223,jon snow,I don't care about that.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
224,benjen,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.","[[0.00213845 0.00295793 0.01586563 0.47629464 0.01655023 0.0223722
  0.4638209 ]]"
225,tyrion lannister,Your uncle's in the Night's Watch.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
226,jon snow,What're you doing back there?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
227,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,"[[0.00256537 0.00323468 0.00582436 0.03813554 0.00763857 0.00323621
  0.93936527]]"
228,jon snow,You're Tyrion Lannister. The queen's brother?,"[[0.06368048 0.06894283 0.03484247 0.03806091 0.05976518 0.00969286
  0.7250153 ]]"
229,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?","[[0.29304075 0.29695147 0.11637493 0.05332019 0.20831256 0.02704144
  0.00495869]]"
230,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.","[[0.02186947 0.02470919 0.01680792 0.02911326 0.02724553 0.00534427
  0.87491035]]"
231,jon snow,Lord Eddard Stark is my father.,"[[0.00621493 0.00739293 0.00755631 0.02261709 0.01119909 0.00289003
  0.9421296 ]]"
232,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.","[[0.00844933 0.01090852 0.03484289 0.5741464  0.04161978 0.04202996
  0.28800312]]"
233,jon snow,What the hell do you know about being a bastard?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
234,tyrion lannister,All dwarves are bastards in their fathers' eyes.,"[[0.01474919 0.01732161 0.01763281 0.05515196 0.02636169 0.00775495
  0.8610278 ]]"
235,benjen,You at a feast -- It's like a bear in a trap.,"[[0.03484384 0.040597   0.04487556 0.16420515 0.06645925 0.0244545
  0.62456477]]"
236,eddard stark,The boy I beheaded. Did you know him?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
237,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.","[[0.00495576 0.00595867 0.00667835 0.02266468 0.00969988 0.00268771
  0.9473549 ]]"
238,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,"[[0.1333427  0.14521895 0.11746466 0.2558035  0.18329754 0.06576706
  0.0991056 ]]"
239,benjen,The two he was with are still missing.,"[[3.5260668e-01 3.4346014e-01 1.0236799e-01 1.0863680e-02 1.8431853e-01
  6.1744708e-03 2.0851374e-04]]"
240,eddard stark,A wildling ambush.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
241,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,"[[0.06254479 0.07184669 0.09881409 0.4785157  0.14046028 0.08360051
  0.06421791]]"
242,eddard stark,Winter is coming.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
243,robb stark,Uncle Benjen.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
244,benjen,Robb boy. How are ye?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
245,robb stark,I'm good.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
246,catelyn stark,"Is this your first time in the North, Your Grace?","[[0.03190382 0.03566651 0.02288464 0.0362491  0.03753877 0.00727
  0.82848716]]"
247,cersei lannister,Yes. Lovely country.,"[[0.01603086 0.01834666 0.01381659 0.02768137 0.02192955 0.00462649
  0.8975685 ]]"
248,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.","[[0.32064962 0.32278714 0.10781045 0.02772614 0.20602958 0.01402912
  0.000968  ]]"
249,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?","[[0.00460175 0.00555026 0.00637933 0.02238491 0.00921364 0.00259786
  0.9492723 ]]"
250,sansa stark,"Thirteen, Your Grace.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
251,cersei lannister,You're tall. Still growing?,"[[0.06368048 0.06894283 0.03484247 0.03806091 0.05976518 0.00969286
  0.7250153 ]]"
252,sansa stark,"I think so, Your Grace.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
253,cersei lannister,And have you bled yet?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
254,sansa stark,"No, Your Grace.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
255,cersei lannister,And your dress. Did you make it?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
256,cersei lannister,Such talent. You must make something for me.,"[[0.0053147  0.00636181 0.00683307 0.02182404 0.01001459 0.00267013
  0.94698167]]"
257,cersei lannister,I hear we might share a grandchild someday.,"[[0.01398755 0.01612448 0.01292547 0.02828929 0.02025586 0.0045017
  0.9039157 ]]"
258,catelyn stark,I hear the same.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
259,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,"[[0.13723157 0.14948939 0.12864819 0.27568638 0.19806124 0.07310002
  0.0377831 ]]"
260,eddard stark,Your pardon.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
261,jaime lannister,I hear we might be neighbors soon. I hope it's true.,"[[0.02573562 0.02887373 0.01861097 0.02971975 0.03048128 0.00574513
  0.86083347]]"
262,eddard stark,"Yes, the king has honored me with his offer.","[[0.00309238 0.0037824  0.00481749 0.01922892 0.00679482 0.00202586
  0.9602582 ]]"
263,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.","[[0.25446963 0.26805776 0.13354069 0.07526682 0.23785892 0.02773718
  0.00306903]]"
264,eddard stark,I don't fight in tournaments.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
265,jaime lannister,No? Getting a little old for it?,"[[0.03236946 0.03594746 0.02145534 0.03042081 0.03564043 0.00634101
  0.8378255 ]]"
266,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.","[[2.1330759e-04 3.0014708e-04 1.2559089e-03 2.2738298e-02 1.3398948e-03
  9.6743478e-04 9.7318506e-01]]"
267,jaime lannister,Well said.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
268,sansa stark,Arya!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
269,robb stark,Time for bed.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
270,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.","[[3.46046090e-01 3.39269221e-01 1.02322809e-01 1.39627345e-02
  1.90471172e-01 7.62120960e-03 3.06780305e-04]]"
271,catelyn stark,I won't let him take you.,"[[0.13281955 0.14474902 0.11105277 0.22582817 0.17526643 0.05721393
  0.15307005]]"
272,eddard stark,The king takes what he wants. That's why he's king.,"[[0.00732911 0.00951513 0.03379524 0.6394567  0.03922668 0.04456583
  0.2261113 ]]"
273,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'","[[0.18585545 0.19671774 0.13197404 0.18478195 0.21163674 0.06144172
  0.02759228]]"
274,eddard stark,How did he get so fat?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
275,catelyn stark,He only stops eating when it's time for a drink.,"[[0.02836466 0.03168653 0.01977268 0.03003162 0.03257738 0.00599292
  0.8515742 ]]"
276,a voice,"It's Maester Luwin, my lord.","[[0.02866745 0.03200973 0.01990341 0.03006433 0.03281434 0.00602034
  0.85052043]]"
277,eddard stark,Send him in.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
278,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.","[[0.00120404 0.00162603 0.0057635  0.09141075 0.00646954 0.00495797
  0.8885682 ]]"
279,eddard stark,Stay.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
280,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,"[[3.6457223e-01 3.5346800e-01 1.1955708e-01 1.9073756e-03 1.5936048e-01
  1.1271609e-03 7.5990642e-06]]"
281,eddard stark,What news?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
282,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,"[[3.7195185e-01 3.5665426e-01 1.1688743e-01 1.8810929e-03 1.5132111e-01
  1.2930505e-03 1.1175381e-05]]"
283,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.","[[0.00160218 0.00201126 0.00314524 0.01642017 0.00423589 0.00144494
  0.9711403 ]]"
284,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?","[[0.02327689 0.02839122 0.0533296  0.42886767 0.07153654 0.04656115
  0.34803694]]"
285,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?","[[3.7663892e-01 3.5918674e-01 1.1290966e-01 2.1835170e-03 1.4737502e-01
  1.6854570e-03 2.0750065e-05]]"
