,Tweet,clean tweets,emotion
196,"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",news24 fmf protesters arent interested reasoned debate intimidation violence amp disruption get demands met,0
197,@UndeadLayne @Lauren_Southern all the bully,undeadlayne laurensouthern bully,0
198,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,nap day comfoable sleeping night youll never comfoable,0
199,We're going to get City in the next round for a revenge.,going get city next round revenge,0
200,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",trump afraid big bad hillary election presidentialdebate presidentialelection2016 orangehitler skip hide coward fear,0
201,I only have to wave a fiery cross and we will f**kin' do this!,wave fiery cross fkin,0
202,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",petition nonmaghrebi poc stop buying couscous white grocery stores boiling couscous trash,0
203,Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,metal keeps young spry keeps hair luxuriousnnyesnnshut listen,0
204,Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡,dear tfl please tell bus drivers obstruction side dont pull oncoming traffic causing vehs swerve fuming 😡,0
205,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge",magicalmunicorn may suggest meal made beans onions amp garlic day class revenge,0
206,I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt ,highly suggest looking online company help send youre package overseasdo ever ever use fastlaneint,0
207,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,johnaugust clmazin looking forward abcdesignated opened stuaspecial literally yelled tv umbrage,0
208,@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,daddyion awful music take walk right cliff k 😘,0
209,@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭,simondawkins23 titchlar81 clicked wrong side fuming 😭,0
210,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,octranspo weeks problems week unbelievable guys even running regular 12 buses solate,0
211,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",ggreenwald smh remove ideologically bankrupt oppounistic establishment theyre burning bridges social contracts anger,0
212,@danhirtle @Bell Another unhappy customer.  #secreteyes,danhile bell another unhappy customer secreteyes,0
213,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,unga pakistan clearly shows face cowardliness blatant lies time india act upon terror,0
214,@StrangeFacesLA why doesn't this account follow me ,strangefacesla doesnt account follow,0
215,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser,moocowward mrsajhargreaves melly77 garybarlow cant come muma 60th 25k tweets 🙈 soreloser,0
216,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,ugh worst didnt read whole first month school unit test friday awe man,0
217,@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,rn94 mine pay decide pay slowly transformed vengeful hellcult white male resentment,0
218,... flat party and I instantly get bollocked about it. #fuming,flat pay instantly get bollocked fuming,0
219,@The_Nasty_P now you gotta do that with fast n furious,thenastyp gotta fast n furious,0
220,@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job,scottcarmichae1 muricanstuff dont fret guy mad realdonaldtrump elected might get real job,0
221,@1BearTruth standard bitter response .... how's it feel to be the small club in a big city,1bearuth standard bitter response hows feel small club big city,0
222,The #Texans should never play a prime time game again...this is #awful #TNF,texans never play prime time game againthis awful tnf,0
223,Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is,ffs 🙈 things come back haunt cringe bad cringe 🙋🏼👀🔫 👈 terrible gun,0
224,Never let me see you frown,never let see frown,0
225,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",country gave safe house osama bin laden dangerous contained pakistan terror heaven declare bankimoonamdg,0
226,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,gadot please put left turn signal williams ivan allen jr blvd absolutely ridiculous atltraffic,0
227,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,thing feed naay raging something brother filling gaps,0
228,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,episode today whilst editing power outage rebuildtomorrow podcast lost editing fail tomorrow,0
229,@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.),norisprosk8r2 maybe dont provoke future want run risk punching board,0
230,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh,karev better seriously done done greysabc angry unfair ugh,0
231,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩,think really broke young bull hu 😂😂😭😭 u tell bitter mad 😊😊😩😩,0
232,"@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know",andrewmcmeme nah asked really insightful teacherly questions could write kickass repo sadly never know,0
233,I got a short fuse when im sober.,got sho fuse im sober,0
234,@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..,ankitaverma45 honey5991 rejoicing someones sadness bad karma cencerned definitely people deserve,0
235,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,caeruleusv atheistpenguin misogynaut threaten pussy,0
236,@ChurdAllan fucked my coupon that goal! ,churdallan fucked coupon goal,0
237,Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy,take kindness weakness acting silly keeping 100 aint foé chrisbrown teambreezy,0
238,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",aberdeen st johnstone lets see punt fuhest awful,0
239,"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?",spacekatgal outmagazine okay trans rejoice trans trans way way business care,0
240,jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,jesus ok alarming percentage teachers ths year dont ingle thoughtful bone bodies gonna b interesting yr,0
241,@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,pamelamoore13 ginlefebvre barackobama yes exactly amp hes sold country terror lying cover,0
242,"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",terribledebatequestions madame secretary isnt true russia behind terrorism,0
243,Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down,doesnt suck youre real someone try exhilarate every ounce see theyre,0
244,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,got 20 tip drunk uber passenger today get 25 parking ticket id blame karma dumb ass forgot pay meter,0
245,Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,faing hot car windows dont roll terrible gag bresadvice,0
246,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,baby born soon lifechanging 6 years feels like yesterday sad happy angry emotionalrollercoaster,0
247,I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,seriously hope chances celtic missing going come back haunt alloa sucker punch,0
248,I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,hate little girls 😡😡 got lot growing fuming,0
249,After she threw me out I had to sedate her. With a damn horse tranquilizer.',threw sedate damn horse tranquilizer,0
250,@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,whufchub westhamtransfer thehammers dont see reason optimism point stringing together bad performances,0
251,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,rvagamebreak gahsbasketball gajagsfootball ngo jags🐆 think good shot beating deep run tomorrow revenge,0
